utterance_id	speaker	contrast	word	label	text
jp_S001_c20_02	S001	20_いつか	いつか	1	いつかです
jp_S001_c21_01	S001	21_きって	切手	0	切手ください
jp_S001_c21_02	S001	21_きって	切って	1	切ってください
jp_S001_c22_01	S001	22_あつい	厚い	0	厚いベーコンですね
jp_S001_c22_02	S001	22_あつい	熱い	2	熱いベーコンですね
jp_S001_c23_01	S001	23_はく	履く	0	履くのが大変だ
jp_S001_c23_02	S001	23_はく	掃く	1	掃くのが大変だ
jp_S001_c24_01	S001	24_にじ	虹	0	今日の虹が楽しみです
jp_S001_c24_02	S001	24_にじ	二時	1	今日の二時が楽しみです
jp_S001_c25_01	S001	25_あめ	飴	0	この飴が好きです
jp_S001_c25_02	S001	25_あめ	雨	1	この雨が好きです
jp_S001_c26_01	S001	26_はし	端	0	端を触ってください
jp_S001_c26_02	S001	26_はし	箸	1	箸を触ってください
jp_S001_c27_01	S001	27_はし	橋	2	古い橋が壊れました
jp_S001_c27_02	S001	27_はし	箸	1	古い箸が壊れました
jp_S001_c28_01	S001	28_かき	牡蠣	1	美味しい牡蠣を食べました
jp_S001_c28_02	S001	28_かき	柿	0	美味しい柿を食べました
jp_S001_c29_01	S001	29_いし	石	2	近所の石を探しています
jp_S001_c29_02	S001	29_いし	医師	1	近所の医師を探しています
jp_S001_c30_01	S001	30_きです	気です	0	いい気ですね
jp_S001_c30_02	S001	30_きです	木です	1	いい木ですね
jp_S001_c31_01	S001	31_はなを	鼻を	0	彼の鼻を隠す
jp_S001_c31_02	S001	31_はなを	花を	2	彼の花を隠す
jp_S001_c32_01	S001	32_さけ	酒	0	今夜の酒を出す
jp_S001_c32_02	S001	32_さけ	鮭	1	今夜の鮭を出す
jp_S001_c33_01	S001	33_りょうしん	両唇	0	最近両唇を痛めている
jp_S001_c33_02	S001	33_りょうしん	良心	1	最近良心を痛めている
jp_S001_c34_01	S001	34_しめい	指名	0	彼の指名に応える
jp_S001_c34_02	S001	34_しめい	使命	1	彼の使命に応える
jp_S001_c35_01	S001	35_にほん	日本	2	結局日本のを買うことになった
jp_S001_c35_02	S001	35_にほん	二本	1	結局二本のを買うことになった
jp_S001_c36_01	S001	36_いけん	違憲	0	それは違憲と言うの
jp_S001_c36_02	S001	36_いけん	意見	1	それは意見と言うの
jp_S001_c37_01	S001	37_かう	買う	0	ここで買う決心をした
jp_S001_c37_02	S001	37_かう	飼う	1	ここで飼う決心をした
jp_S001_c38_01	S001	38_きる	着る	0	一人で着る練習をする
jp_S001_c38_02	S001	38_きる	切る	1	一人で切る練習をする
jp_S001_c39_01	S001	39_かえる	変える	0	すぐに変えるつもりです
jp_S001_c39_02	S001	39_かえる	帰る	1	すぐに帰るつもりです
jp_S001_c40_01	S001	40_かって	買って	0	そこで買ってほしいです
jp_S001_c40_02	S001	40_かって	勝って	1	そこで勝ってほしいです
jp_S001_c41_01	S001	41_きて	着て	0	時間をかけて着て怒られた
jp_S001_c41_02	S001	41_きて	来て	1	時間をかけて来て怒られた
jp_S001_c42_01	S001	42_よんで	呼んで	0	名前を呼んで驚いた
jp_S001_c42_02	S001	42_よんで	読んで	1	名前を読んで驚いた
jp_S001_c43_01	S001	43_いつか	五日	0	来月の五日を待つ
jp_S001_c43_02	S001	43_いつか	いつか	1	来月のいつかを待つ
jp_S001_c44_01	S001	44_きって	切手	0	まずは切手ください
jp_S001_c44_02	S001	44_きって	切って	1	まずは切ってください
jp_S001_c45_01	S001	45_あつい	厚い	0	かなり厚いようです
jp_S001_c45_02	S001	45_あつい	暑い	2	かなり暑いようです
jp_S001_c46_01	S001	46_はく	履く	0	毎日履く習慣がある
jp_S001_c46_02	S001	46_はく	掃く	1	毎日掃く習慣がある
jp_S002_c01_01	S002	01_にじ	二字	1	二字のポスターがある
jp_S002_c01_02	S002	01_にじ	虹	0	虹のポスターがある
jp_S002_c02_01	S002	02_あめ	飴	0	飴が好きです
jp_S002_c02_02	S002	02_あめ	雨	1	雨が好きです
jp_S002_c03_01	S002	03_はし	端	0	端を持っています
jp_S002_c03_02	S002	03_はし	箸	1	箸を持っています
jp_S002_c04_01	S002	04_はし	橋	2	橋が長いです
jp_S002_c04_02	S002	04_はし	箸	1	箸が長いです
jp_S002_c05_01	S002	05_かき	柿	0	柿を見ました
jp_S002_c05_02	S002	05_かき	下記	1	下記を見ました
jp_S002_c06_01	S002	06_いし	石	2	石が固いです
jp_S002_c06_02	S002	06_いし	意志	1	意志が固いです
jp_S002_c07_01	S002	07_きが	気が	0	気が多いですね
jp_S002_c07_02	S002	07_きが	木が	1	木が多いですね
jp_S002_c08_01	S002	08_はなが	鼻が	0	鼻が高いです
jp_S002_c08_02	S002	08_はなが	花が	2	花が高いです
jp_S002_c09_01	S002	09_さけ	酒	0	酒がいいです
jp_S002_c09_02	S002	09_さけ	鮭	1	鮭がいいです
jp_S002_c10_01	S002	10_りょうしん	両唇	0	両唇が大切だ
jp_S002_c10_02	S002	10_りょうしん	両親	1	両親が大切だ
jp_S002_c11_01	S002	11_しめい	指名	0	指名を確認しました
jp_S002_c11_02	S002	11_しめい	氏名	1	氏名を確認しました
jp_S002_c12_01	S002	12_にほん	日本	2	日本があります
jp_S002_c12_02	S002	12_にほん	二本	1	二本があります
jp_S002_c13_01	S002	13_いけん	違憲	0	違憲と聞きました
jp_S002_c13_02	S002	13_いけん	意見	1	意見と聞きました
jp_S002_c14_01	S002	14_かう	買う	0	買う予定だ
jp_S002_c14_02	S002	14_かう	飼う	1	飼う予定だ
jp_S002_c15_01	S002	15_きる	着る	0	着るのが嫌だ
jp_S002_c15_02	S002	15_きる	切る	1	切るのが嫌だ
jp_S002_c16_01	S002	16_かえる	変える	0	変えるはずだ
jp_S002_c16_02	S002	16_かえる	帰る	1	帰るはずだ
jp_S002_c17_01	S002	17_かって	買って	0	買ってしまった
jp_S002_c17_02	S002	17_かって	勝って	1	勝ってしまった
jp_S002_c18_01	S002	18_きて	着て	0	着てください
jp_S002_c18_02	S002	18_きて	来て	1	来てください
jp_S002_c19_01	S002	19_よんで	呼んで	0	呼んでいる
jp_S002_c19_02	S002	19_よんで	読んで	1	読んでいる
jp_S002_c20_01	S002	20_いつか	五日	0	五日です
jp_S002_c20_02	S002	20_いつか	いつか	1	いつかです
jp_S002_c21_01	S002	21_きって	切手	0	切手ください
jp_S002_c21_02	S002	21_きって	切って	1	切ってください
jp_S002_c22_01	S002	22_あつい	厚い	0	厚いベーコンですね
jp_S002_c22_02	S002	22_あつい	熱い	2	熱いベーコンですね
jp_S002_c23_01	S002	23_はく	履く	0	履くのが大変だ
jp_S002_c23_02	S002	23_はく	掃く	1	掃くのが大変だ
jp_S002_c24_01	S002	24_にじ	虹	0	今日の虹が楽しみです
jp_S002_c24_02	S002	24_にじ	二時	1	今日の二時が楽しみです
jp_S002_c25_01	S002	25_あめ	飴	0	この飴が好きです
jp_S002_c25_02	S002	25_あめ	雨	1	この雨が好きです
jp_S002_c26_01	S002	26_はし	端	0	端を触ってください
jp_S002_c26_02	S002	26_はし	箸	1	箸を触ってください
jp_S002_c27_01	S002	27_はし	橋	2	古い橋が壊れました
jp_S002_c27_02	S002	27_はし	箸	1	古い箸が壊れました
jp_S002_c28_01	S002	28_かき	牡蠣	1	美味しい牡蠣を食べました
jp_S002_c28_02	S002	28_かき	柿	0	美味しい柿を食べました
jp_S002_c29_01	S002	29_いし	石	2	近所の石を探しています
jp_S002_c29_02	S002	29_いし	医師	1	近所の医師を探しています
jp_S002_c30_01	S002	30_きです	気です	0	いい気ですね
jp_S002_c30_02	S002	30_きです	木です	1	いい木ですね
jp_S002_c31_01	S002	31_はなを	鼻を	0	彼の鼻を隠す
jp_S002_c31_02	S002	31_はなを	花を	2	彼の花を隠す
jp_S002_c32_01	S002	32_さけ	酒	0	今夜の酒を出す
jp_S002_c32_02	S002	32_さけ	鮭	1	今夜の鮭を出す
jp_S002_c33_01	S002	33_りょうしん	両唇	0	最近両唇を痛めている
jp_S002_c33_02	S002	33_りょうしん	良心	1	最近良心を痛めている
jp_S002_c34_01	S002	34_しめい	指名	0	彼の指名に応える
jp_S002_c34_02	S002	34_しめい	使命	1	彼の使命に応える
jp_S002_c35_01	S002	35_にほん	日本	2	結局日本のを買うことになった
jp_S002_c35_02	S002	35_にほん	二本	1	結局二本のを買うことになった
jp_S002_c36_01	S002	36_いけん	違憲	0	それは違憲と言うの
jp_S002_c36_02	S002	36_いけん	意見	1	それは意見と言うの
jp_S002_c37_01	S002	37_かう	買う	0	ここで買う決心をした
jp_S002_c37_02	S002	37_かう	飼う	1	ここで飼う決心をした
jp_S002_c38_01	S002	38_きる	着る	0	一人で着る練習をする
jp_S002_c38_02	S002	38_きる	切る	1	一人で切る練習をする
jp_S002_c39_01	S002	39_かえる	変える	0	すぐに変えるつもりです
jp_S002_c39_02	S002	39_かえる	帰る	1	すぐに帰るつもりです
jp_S002_c40_01	S002	40_かって	買って	0	そこで買ってほしいです
jp_S002_c40_02	S002	40_かって	勝って	1	そこで勝ってほしいです
jp_S002_c41_01	S002	41_きて	着て	0	時間をかけて着て怒られた
jp_S002_c41_02	S002	41_きて	来て	1	時間をかけて来て怒られた
jp_S002_c42_01	S002	42_よんで	呼んで	0	名前を呼んで驚いた
jp_S002_c42_02	S002	42_よんで	読んで	1	名前を読んで驚いた
jp_S002_c43_01	S002	43_いつか	五日	0	来月の五日を待つ
jp_S002_c43_02	S002	43_いつか	いつか	1	来月のいつかを待つ
jp_S002_c44_01	S002	44_きって	切手	0	まずは切手ください
jp_S002_c44_02	S002	44_きって	切って	1	まずは切ってください
jp_S002_c45_01	S002	45_あつい	厚い	0	かなり厚いようです
jp_S002_c45_02	S002	45_あつい	暑い	2	かなり暑いようです
jp_S002_c46_01	S002	46_はく	履く	0	毎日履く習慣がある
jp_S002_c46_02	S002	46_はく	掃く	1	毎日掃く習慣がある
jp_S003_c01_01	S003	01_にじ	二字	1	二字のポスターがある
jp_S003_c01_02	S003	01_にじ	虹	0	虹のポスターがある
jp_S003_c02_01	S003	02_あめ	飴	0	飴が好きです
jp_S003_c02_02	S003	02_あめ	雨	1	雨が好きです
jp_S003_c03_01	S003	03_はし	端	0	端を持っています
jp_S003_c03_02	S003	03_はし	箸	1	箸を持っています
jp_S003_c04_01	S003	04_はし	橋	2	橋が長いです
jp_S003_c04_02	S003	04_はし	箸	1	箸が長いです
jp_S003_c05_01	S003	05_かき	柿	0	柿を見ました
jp_S003_c05_02	S003	05_かき	下記	1	下記を見ました
jp_S003_c06_01	S003	06_いし	石	2	石が固いです
jp_S003_c06_02	S003	06_いし	意志	1	意志が固いです
jp_S003_c07_01	S003	07_きが	気が	0	気が多いですね
jp_S003_c07_02	S003	07_きが	木が	1	木が多いですね
jp_S003_c08_01	S003	08_はなが	鼻が	0	鼻が高いです
jp_S003_c08_02	S003	08_はなが	花が	2	花が高いです
jp_S003_c09_01	S003	09_さけ	酒	0	酒がいいです
jp_S003_c09_02	S003	09_さけ	鮭	1	鮭がいいです
jp_S003_c10_01	S003	10_りょうしん	両唇	0	両唇が大切だ
jp_S003_c10_02	S003	10_りょうしん	両親	1	両親が大切だ
jp_S003_c11_01	S003	11_しめい	指名	0	指名を確認しました
jp_S003_c11_02	S003	11_しめい	氏名	1	氏名を確認しました
jp_S003_c12_01	S003	12_にほん	日本	2	日本があります
jp_S003_c12_02	S003	12_にほん	二本	1	二本があります
jp_S003_c13_01	S003	13_いけん	違憲	0	違憲と聞きました
jp_S003_c13_02	S003	13_いけん	意見	1	意見と聞きました
jp_S003_c14_01	S003	14_かう	買う	0	買う予定だ
jp_S003_c14_02	S003	14_かう	飼う	1	飼う予定だ
jp_S003_c15_01	S003	15_きる	着る	0	着るのが嫌だ
jp_S003_c15_02	S003	15_きる	切る	1	切るのが嫌だ
jp_S003_c16_01	S003	16_かえる	変える	0	変えるはずだ
jp_S003_c16_02	S003	16_かえる	帰る	1	帰るはずだ
jp_S003_c17_01	S003	17_かって	買って	0	買ってしまった
jp_S003_c17_02	S003	17_かって	勝って	1	勝ってしまった
jp_S003_c18_01	S003	18_きて	着て	0	着てください
jp_S003_c18_02	S003	18_きて	来て	1	来てください
jp_S003_c19_01	S003	19_よんで	呼んで	0	呼んでいる
jp_S003_c19_02	S003	19_よんで	読んで	1	読んでいる
jp_S003_c20_01	S003	20_いつか	五日	0	五日です
jp_S003_c20_02	S003	20_いつか	いつか	1	いつかです
jp_S003_c21_01	S003	21_きって	切手	0	切手ください
jp_S003_c21_02	S003	21_きって	切って	1	切ってください
jp_S003_c22_01	S003	22_あつい	厚い	0	厚いベーコンですね
jp_S003_c22_02	S003	22_あつい	熱い	2	熱いベーコンですね
jp_S003_c23_01	S003	23_はく	履く	0	履くのが大変だ
jp_S003_c23_02	S003	23_はく	掃く	1	掃くのが大変だ
jp_S003_c24_01	S003	24_にじ	虹	0	今日の虹が楽しみです
jp_S003_c24_02	S003	24_にじ	二時	1	今日の二時が楽しみです
jp_S003_c25_01	S003	25_あめ	飴	0	この飴が好きです
jp_S003_c25_02	S003	25_あめ	雨	1	この雨が好きです
jp_S003_c26_01	S003	26_はし	端	0	端を触ってください
jp_S003_c26_02	S003	26_はし	箸	1	箸を触ってください
jp_S003_c27_01	S003	27_はし	橋	2	古い橋が壊れました
jp_S003_c27_02	S003	27_はし	箸	1	古い箸が壊れました
jp_S003_c28_01	S003	28_かき	牡蠣	1	美味しい牡蠣を食べました
jp_S003_c28_02	S003	28_かき	柿	0	美味しい柿を食べました
jp_S003_c29_01	S003	29_いし	石	2	近所の石を探しています
jp_S003_c29_02	S003	29_いし	医師	1	近所の医師を探しています
jp_S003_c30_01	S003	30_きです	気です	0	いい気ですね
jp_S003_c30_02	S003	30_きです	木です	1	いい木ですね
jp_S003_c31_01	S003	31_はなを	鼻を	0	彼の鼻を隠す
jp_S003_c31_02	S003	31_はなを	花を	2	彼の花を隠す
jp_S003_c32_01	S003	32_さけ	酒	0	今夜の酒を出す
jp_S003_c32_02	S003	32_さけ	鮭	1	今夜の鮭を出す
jp_S003_c33_01	S003	33_りょうしん	両唇	0	最近両唇を痛めている
jp_S003_c33_02	S003	33_りょうしん	良心	1	最近良心を痛めている
jp_S003_c34_01	S003	34_しめい	指名	0	彼の指名に応える
jp_S003_c34_02	S003	34_しめい	使命	1	彼の使命に応える
jp_S003_c35_01	S003	35_にほん	日本	2	結局日本のを買うことになった
jp_S003_c35_02	S003	35_にほん	二本	1	結局二本のを買うことになった
jp_S003_c36_01	S003	36_いけん	違憲	0	それは違憲と言うの
jp_S003_c36_02	S003	36_いけん	意見	1	それは意見と言うの
jp_S003_c37_01	S003	37_かう	買う	0	ここで買う決心をした
jp_S003_c37_02	S003	37_かう	飼う	1	ここで飼う決心をした
jp_S003_c38_01	S003	38_きる	着る	0	一人で着る練習をする
jp_S003_c38_02	S003	38_きる	切る	1	一人で切る練習をする
jp_S003_c39_01	S003	39_かえる	変える	0	すぐに変えるつもりです
jp_S003_c39_02	S003	39_かえる	帰る	1	すぐに帰るつもりです
jp_S003_c40_01	S003	40_かって	買って	0	そこで買ってほしいです
jp_S003_c40_02	S003	40_かって	勝って	1	そこで勝ってほしいです
jp_S003_c41_01	S003	41_きて	着て	0	時間をかけて着て怒られた
jp_S003_c41_02	S003	41_きて	来て	1	時間をかけて来て怒られた
jp_S003_c42_01	S003	42_よんで	呼んで	0	名前を呼んで驚いた
jp_S003_c42_02	S003	42_よんで	読んで	1	名前を読んで驚いた
jp_S003_c43_01	S003	43_いつか	五日	0	来月の五日を待つ
jp_S003_c43_02	S003	43_いつか	いつか	1	来月のいつかを待つ
jp_S003_c44_01	S003	44_きって	切手	0	まずは切手ください
jp_S003_c44_02	S003	44_きって	切って	1	まずは切ってください
jp_S003_c45_01	S003	45_あつい	厚い	0	かなり厚いようです
jp_S003_c45_02	S003	45_あつい	暑い	2	かなり暑いようです
jp_S003_c46_01	S003	46_はく	履く	0	毎日履く習慣がある
jp_S003_c46_02	S003	46_はく	掃く	1	毎日掃く習慣がある
jp_S004_c01_01	S004	01_にじ	二字	1	二字のポスターがある
jp_S004_c01_02	S004	01_にじ	虹	0	虹のポスターがある
jp_S004_c02_01	S004	02_あめ	飴	0	飴が好きです
jp_S004_c02_02	S004	02_あめ	雨	1	雨が好きです
jp_S004_c03_01	S004	03_はし	端	0	端を持っています
jp_S004_c03_02	S004	03_はし	箸	1	箸を持っています
jp_S004_c04_01	S004	04_はし	橋	2	橋が長いです
jp_S004_c04_02	S004	04_はし	箸	1	箸が長いです
jp_S004_c05_01	S004	05_かき	柿	0	柿を見ました
jp_S004_c05_02	S004	05_かき	下記	1	下記を見ました
jp_S004_c06_01	S004	06_いし	石	2	石が固いです
jp_S004_c06_02	S004	06_いし	意志	1	意志が固いです
jp_S004_c07_01	S004	07_きが	気が	0	気が多いですね
jp_S004_c07_02	S004	07_きが	木が	1	木が多いですね
jp_S004_c08_01	S004	08_はなが	鼻が	0	鼻が高いです
jp_S004_c08_02	S004	08_はなが	花が	2	花が高いです
jp_S004_c09_01	S004	09_さけ	酒	0	酒がいいです
jp_S004_c09_02	S004	09_さけ	鮭	1	鮭がいいです
jp_S004_c10_01	S004	10_りょうしん	両唇	0	両唇が大切だ
jp_S004_c10_02	S004	10_りょうしん	両親	1	両親が大切だ
jp_S004_c11_01	S004	11_しめい	指名	0	指名を確認しました
jp_S004_c11_02	S004	11_しめい	氏名	1	氏名を確認しました
jp_S004_c12_01	S004	12_にほん	日本	2	日本があります
jp_S004_c12_02	S004	12_にほん	二本	1	二本があります
jp_S004_c13_01	S004	13_いけん	違憲	0	違憲と聞きました
jp_S004_c13_02	S004	13_いけん	意見	1	意見と聞きました
jp_S004_c14_01	S004	14_かう	買う	0	買う予定だ
jp_S004_c14_02	S004	14_かう	飼う	1	飼う予定だ
jp_S004_c15_01	S004	15_きる	着る	0	着るのが嫌だ
jp_S004_c15_02	S004	15_きる	切る	1	切るのが嫌だ
jp_S004_c16_01	S004	16_かえる	変える	0	変えるはずだ
jp_S004_c16_02	S004	16_かえる	帰る	1	帰るはずだ
jp_S004_c17_01	S004	17_かって	買って	0	買ってしまった
jp_S004_c17_02	S004	17_かって	勝って	1	勝ってしまった
jp_S004_c18_01	S004	18_きて	着て	0	着てください
jp_S004_c18_02	S004	18_きて	来て	1	来てください
jp_S004_c19_01	S004	19_よんで	呼んで	0	呼んでいる
jp_S004_c19_02	S004	19_よんで	読んで	1	読んでいる
jp_S004_c20_01	S004	20_いつか	五日	0	五日です
jp_S004_c20_02	S004	20_いつか	いつか	1	いつかです
jp_S004_c21_01	S004	21_きって	切手	0	切手ください
jp_S004_c21_02	S004	21_きって	切って	1	切ってください
jp_S004_c22_01	S004	22_あつい	厚い	0	厚いベーコンですね
jp_S004_c22_02	S004	22_あつい	熱い	2	熱いベーコンですね
jp_S004_c23_01	S004	23_はく	履く	0	履くのが大変だ
jp_S004_c23_02	S004	23_はく	掃く	1	掃くのが大変だ
jp_S004_c24_01	S004	24_にじ	虹	0	今日の虹が楽しみです
jp_S004_c24_02	S004	24_にじ	二時	1	今日の二時が楽しみです
jp_S004_c25_01	S004	25_あめ	飴	0	この飴が好きです
jp_S004_c25_02	S004	25_あめ	雨	1	この雨が好きです
jp_S004_c26_01	S004	26_はし	端	0	端を触ってください
jp_S004_c26_02	S004	26_はし	箸	1	箸を触ってください
jp_S004_c27_01	S004	27_はし	橋	2	古い橋が壊れました
jp_S004_c27_02	S004	27_はし	箸	1	古い箸が壊れました
jp_S004_c28_01	S004	28_かき	牡蠣	1	美味しい牡蠣を食べました
jp_S004_c28_02	S004	28_かき	柿	0	美味しい柿を食べました
jp_S004_c29_01	S004	29_いし	石	2	近所の石を探しています
jp_S004_c29_02	S004	29_いし	医師	1	近所の医師を探しています
jp_S004_c30_01	S004	30_きです	気です	0	いい気ですね
jp_S004_c30_02	S004	30_きです	木です	1	いい木ですね
jp_S004_c31_01	S004	31_はなを	鼻を	0	彼の鼻を隠す
jp_S004_c31_02	S004	31_はなを	花を	2	彼の花を隠す
jp_S004_c32_01	S004	32_さけ	酒	0	今夜の酒を出す
jp_S004_c32_02	S004	32_さけ	鮭	1	今夜の鮭を出す
jp_S004_c33_01	S004	33_りょうしん	両唇	0	最近両唇を痛めている
jp_S004_c33_02	S004	33_りょうしん	良心	1	最近良心を痛めている
jp_S004_c34_01	S004	34_しめい	指名	0	彼の指名に応える
jp_S004_c34_02	S004	34_しめい	使命	1	彼の使命に応える
jp_S004_c35_01	S004	35_にほん	日本	2	結局日本のを買うことになった
jp_S004_c35_02	S004	35_にほん	二本	1	結局二本のを買うことになった
jp_S004_c36_01	S004	36_いけん	違憲	0	それは違憲と言うの
jp_S004_c36_02	S004	36_いけん	意見	1	それは意見と言うの
jp_S004_c37_01	S004	37_かう	買う	0	ここで買う決心をした
jp_S004_c37_02	S004	37_かう	飼う	1	ここで飼う決心をした
jp_S004_c38_01	S004	38_きる	着る	0	一人で着る練習をする
jp_S004_c38_02	S004	38_きる	切る	1	一人で切る練習をする
jp_S004_c39_01	S004	39_かえる	変える	0	すぐに変えるつもりです
jp_S004_c39_02	S004	39_かえる	帰る	1	すぐに帰るつもりです
jp_S004_c40_01	S004	40_かって	買って	0	そこで買ってほしいです
jp_S004_c40_02	S004	40_かって	勝って	1	そこで勝ってほしいです
jp_S004_c41_01	S004	41_きて	着て	0	時間をかけて着て怒られた
jp_S004_c41_02	S004	41_きて	来て	1	時間をかけて来て怒られた
jp_S004_c42_01	S004	42_よんで	呼んで	0	名前を呼んで驚いた
jp_S004_c42_02	S004	42_よんで	読んで	1	名前を読んで驚いた
jp_S004_c43_01	S004	43_いつか	五日	0	来月の五日を待つ
jp_S004_c43_02	S004	43_いつか	いつか	1	来月のいつかを待つ
jp_S004_c44_01	S004	44_きって	切手	0	まずは切手ください
jp_S004_c44_02	S004	44_きって	切って	1	まずは切ってください
jp_S004_c45_01	S004	45_あつい	厚い	0	かなり厚いようです
jp_S004_c45_02	S004	45_あつい	暑い	2	かなり暑いようです
jp_S004_c46_01	S004	46_はく	履く	0	毎日履く習慣がある
jp_S004_c46_02	S004	46_はく	掃く	1	毎日掃く習慣がある
jp_S005_c01_01	S005	01_にじ	二字	1	二字のポスターがある
jp_S005_c01_02	S005	01_にじ	虹	0	虹のポスターがある
jp_S005_c02_01	S005	02_あめ	飴	0	飴が好きです
jp_S005_c02_02	S005	02_あめ	雨	1	雨が好きです
jp_S005_c03_01	S005	03_はし	端	0	端を持っています
jp_S005_c03_02	S005	03_はし	箸	1	箸を持っています
jp_S005_c04_01	S005	04_はし	橋	2	橋が長いです
jp_S005_c04_02	S005	04_はし	箸	1	箸が長いです
jp_S005_c05_01	S005	05_かき	柿	0	柿を見ました
jp_S005_c05_02	S005	05_かき	下記	1	下記を見ました
jp_S005_c06_01	S005	06_いし	石	2	石が固いです
jp_S005_c06_02	S005	06_いし	意志	1	意志が固いです
jp_S005_c07_01	S005	07_きが	気が	0	気が多いですね
jp_S005_c07_02	S005	07_きが	木が	1	木が多いですね
jp_S005_c08_01	S005	08_はなが	鼻が	0	鼻が高いです
jp_S005_c08_02	S005	08_はなが	花が	2	花が高いです
jp_S005_c09_01	S005	09_さけ	酒	0	酒がいいです
jp_S005_c09_02	S005	09_さけ	鮭	1	鮭がいいです
jp_S005_c10_01	S005	10_りょうしん	両唇	0	両唇が大切だ
jp_S005_c10_02	S005	10_りょうしん	両親	1	両親が大切だ
jp_S005_c11_01	S005	11_しめい	指名	0	指名を確認しました
jp_S005_c11_02	S005	11_しめい	氏名	1	氏名を確認しました
jp_S005_c12_01	S005	12_にほん	日本	2	日本があります
jp_S005_c12_02	S005	12_にほん	二本	1	二本があります
jp_S005_c13_01	S005	13_いけん	違憲	0	違憲と聞きました
jp_S005_c13_02	S005	13_いけん	意見	1	意見と聞きました
jp_S005_c14_01	S005	14_かう	買う	0	買う予定だ
jp_S005_c14_02	S005	14_かう	飼う	1	飼う予定だ
jp_S005_c15_01	S005	15_きる	着る	0	着るのが嫌だ
jp_S005_c15_02	S005	15_きる	切る	1	切るのが嫌だ
jp_S005_c16_01	S005	16_かえる	変える	0	変えるはずだ
jp_S005_c16_02	S005	16_かえる	帰る	1	帰るはずだ
jp_S005_c17_01	S005	17_かって	買って	0	買ってしまった
jp_S005_c17_02	S005	17_かって	勝って	1	勝ってしまった
jp_S005_c18_01	S005	18_きて	着て	0	着てください
jp_S005_c18_02	S005	18_きて	来て	1	来てください
jp_S005_c19_01	S005	19_よんで	呼んで	0	呼んでいる
jp_S005_c19_02	S005	19_よんで	読んで	1	読んでいる
jp_S005_c20_01	S005	20_いつか	五日	0	五日です
jp_S005_c20_02	S005	20_いつか	いつか	1	いつかです
jp_S005_c21_01	S005	21_きって	切手	0	切手ください
jp_S005_c21_02	S005	21_きって	切って	1	切ってください
jp_S005_c22_01	S005	22_あつい	厚い	0	厚いベーコンですね
jp_S005_c22_02	S005	22_あつい	熱い	2	熱いベーコンですね
jp_S005_c23_01	S005	23_はく	履く	0	履くのが大変だ
jp_S005_c23_02	S005	23_はく	掃く	1	掃くのが大変だ
jp_S005_c24_01	S005	24_にじ	虹	0	今日の虹が楽しみです
jp_S005_c24_02	S005	24_にじ	二時	1	今日の二時が楽しみです
